time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.127469,0.830837148925,0.645069653962,-0.000883979673264,-0.0479265993451,0.6815805126,0.134863670874,0.717609111005,0.235706557303,-0.606309909482,-0.294839712157,0.316473843329,0.947199416937,0.0509942928921,-0.00755996925166
0.127601,0.830837148925,0.645069653962,-0.000883979673264,-0.0479265993451,0.6815805126,0.134863670874,0.717609111005,0.235706557303,-0.606309909482,-0.294839712157,0.316473843329,0.947199416937,0.0509942928921,-0.00755996925166
0.127709,0.830837148925,0.645069653962,-0.000883979673264,-0.0479265993451,0.6815805126,0.134863670874,0.717609111005,0.235706557303,-0.606309909482,-0.294839712157,0.316473843329,0.947199416937,0.0509942928921,-0.00755996925166
0.150261,0.830857996773,0.644607255603,-0.000982545958658,-0.0479116661039,0.681780610617,0.134837046459,0.717425008025,0.236251875564,-0.605848943429,-0.294787588253,0.316272676678,0.947246612283,0.0513900408269,-0.00738330612754
0.200224,0.830664666886,0.644732090515,-0.00139568823935,-0.0476732609798,0.681910536515,0.134829238454,0.717318866918,0.236802381358,-0.606590604625,-0.294462327281,0.31572569599,0.947467718568,0.0506837181549,-0.00730533215232
0.250268,0.830463188282,0.64520082751,-0.000986121407201,-0.0483850884339,0.681615205277,0.134632680267,0.717588765629,0.23619101721,-0.605773221857,-0.294804917792,0.315538830073,0.947494405515,0.0512824880249,-0.00772687882342
0.300292,0.830938941371,0.64453583393,-0.00124697524378,-0.0474925446314,0.681933582422,0.134742830939,0.717325182104,0.236307757918,-0.605739327851,-0.294785404999,0.31608079338,0.947307581719,0.0514176450519,-0.00758310297224
0.350293,0.83047984164,0.645181879557,-0.000756193672377,-0.0480113091544,0.681552874755,0.13502103065,0.717600107573,0.236279242182,-0.605427925402,-0.294766582822,0.315693288741,0.947425597737,0.0515770866873,-0.00789229530786
0.400234,0.830608803312,0.645286010312,-0.00104656277284,-0.0479911423998,0.681846213463,0.135034731954,0.717320160461,0.236521526536,-0.606527746079,-0.294585112782,0.315739137384,0.947457852247,0.0508001159955,-0.0071946893674
0.450303,0.831190964397,0.644127546766,-0.000980893201266,-0.0474356553256,0.681829958571,0.134522171474,0.7174688506,0.237316127995,-0.605965460143,-0.294514062864,0.31607962713,0.947317995646,0.0513298423901,-0.00689432503704
0.500332,0.83071677338,0.644970980743,-0.000741816078943,-0.0476981283177,0.6814448907,0.135103564894,0.717708002078,0.236674832317,-0.605828264222,-0.294687885973,0.31480930956,0.947746495178,0.0511219412372,-0.00763063671715
0.550351,0.830839581805,0.645045921263,-0.000795088898667,-0.0476889520529,0.681508242205,0.135119268794,0.717645499435,0.236690368177,-0.606217669836,-0.294549249292,0.315721939498,0.947448875036,0.0510786265589,-0.00715961041625
0.600266,0.830934043193,0.644086778085,-0.00142728561793,-0.0481001890778,0.682038426194,0.134074347923,0.717310271942,0.236174707024,-0.605805852842,-0.294784587727,0.316625688917,0.947125667405,0.0514149143342,-0.00759274945381
0.650267,0.830884959887,0.644912129728,-0.000946269988685,-0.0476820336762,0.681652007608,0.134843483178,0.717561286047,0.236142522641,-0.606269022033,-0.294699739891,0.315903836132,0.947388566439,0.0509965480157,-0.00768261602546
0.700251,0.830323621996,0.645252234312,-0.00113722019197,-0.0485937313964,0.68172653165,0.134670980787,0.717461714831,0.236314738871,-0.605776810779,-0.294647707062,0.316245245526,0.947253259377,0.0514056559364,-0.00759380143942
