%time,field.header.seq,field.header.stamp,field.header.frame_id,field.ns,field.id,field.type,field.action,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,field.scale.x,field.scale.y,field.scale.z,field.color.r,field.color.g,field.color.b,field.color.a,field.lifetime,field.frame_locked,field.points0.x,field.points0.y,field.points0.z,field.text,field.mesh_resource,field.mesh_use_embedded_materials
1555597497890784392,298,1555597497890539884,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00562262861058,0.413000017405,,,0
1555597497917565505,299,1555597497917244911,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00562262861058,0.413000017405,,,0
1555597497947121713,300,1555597497946883916,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0185088180006,0.00474081886932,0.414000034332,,,0
1555597497977261701,301,1555597497976998090,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00472936779261,0.413000017405,,,0
1555597498018658130,302,1555597498018408060,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00472936779261,0.413000017405,,,0
1555597498052838148,303,1555597498052504062,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00472936779261,0.413000017405,,,0
1555597498082978418,304,1555597498082711935,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00472936779261,0.413000017405,,,0
1555597498112600736,305,1555597498112288951,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00472936779261,0.413000017405,,,0
1555597498153423649,306,1555597498153134107,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0176125671715,0.00474081886932,0.414000034332,,,0
1555597498188023109,307,1555597498187635898,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00472936779261,0.413000017405,,,0
1555597498210039895,308,1555597498209717988,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00472936779261,0.413000017405,,,0
1555597498242821381,309,1555597498242571115,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00472936779261,0.413000017405,,,0
1555597498293177838,310,1555597498292923927,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0184641107917,0.00472936779261,0.413000017405,,,0
1555597498315657042,311,1555597498315382003,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00472936779261,0.413000017405,,,0
1555597498368609044,312,1555597498368346929,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0176125671715,0.00474081886932,0.414000034332,,,0
1555597498400929959,313,1555597498400682926,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00474081886932,0.414000034332,,,0
1555597498426873081,314,1555597498426604986,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498456200904,315,1555597498455925941,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00383610604331,0.413000017405,,,0
1555597498477416579,316,1555597498477175951,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00383610604331,0.413000017405,,,0
1555597498509910790,317,1555597498509627103,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498557127902,318,1555597498556853055,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157436374575,0.00382681773044,0.412000030279,,,0
1555597498589585946,319,1555597498589268922,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498614715592,320,1555597498614382028,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498648324411,321,1555597498648022890,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498676059314,322,1555597498675785064,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498726089122,323,1555597498725774049,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00383610604331,0.413000017405,,,0
1555597498747465552,324,1555597498747229099,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0175700224936,0.00383610604331,0.413000017405,,,0
1555597498800557756,325,1555597498800288915,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498836714151,326,1555597498836421966,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498859368313,327,1555597498859122037,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597498892808961,328,1555597498892524003,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00383610604331,0.413000017405,,,0
1555597498924226558,329,1555597498923896074,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00383610604331,0.413000017405,,,0
1555597498962339321,330,1555597498962057113,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166355594993,0.00382681773044,0.412000030279,,,0
1555597498993868257,331,1555597498993544101,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00384539458901,0.414000034332,,,0
1555597499017518435,332,1555597499017282009,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00383610604331,0.413000017405,,,0
1555597499053156153,333,1555597499052788972,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00383610604331,0.413000017405,,,0
1555597499076235917,334,1555597499075962066,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00383610604331,0.413000017405,,,0
1555597499111549692,335,1555597499111300945,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00294997030869,0.414000034332,,,0
1555597499162559143,336,1555597499162296056,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00294284475967,0.413000017405,,,0
1555597499195694413,337,1555597499195441961,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00294284475967,0.413000017405,,,0
1555597499218729810,338,1555597499218451976,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597499249305275,339,1555597499249022006,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597499296164170,340,1555597499295878887,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0149238128215,0.00115912186448,0.414000034332,,,0
1555597499320560317,341,1555597499320188999,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00685754930601,-0.00869054533541,0.414000034332,,,0
1555597499346786519,342,1555597499346498966,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00597569625825,-0.0105067100376,0.415000021458,,,0
1555597499389866248,343,1555597499389615058,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00596129754558,-0.0104813929647,0.414000034332,,,0
1555597499412816117,344,1555597499412583112,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00596129754558,-0.0104813929647,0.414000034332,,,0
1555597499459781854,345,1555597499459496974,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00506504578516,-0.0122722424567,0.414000034332,,,0
1555597499482400974,346,1555597499482156038,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00594689790159,-0.0104560749605,0.413000017405,,,0
1555597499512141118,347,1555597499511847019,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00596129754558,-0.0113768177107,0.414000034332,,,0
1555597499562614532,348,1555597499561892986,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00505281146616,-0.0104560749605,0.413000017405,,,0
1555597499599853548,349,1555597499599448919,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597499627256037,350,1555597499626930952,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597499650951832,351,1555597499650656938,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0166759360582,0.00294284475967,0.413000017405,,,0
1555597499691664749,352,1555597499691420078,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00294997030869,0.414000034332,,,0
1555597499714597562,353,1555597499714354991,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00294997030869,0.414000034332,,,0
1555597499751619637,354,1555597499751374006,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00294997030869,0.414000034332,,,0
1555597499784226048,355,1555597499783952951,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0149238128215,0.00115912186448,0.414000034332,,,0
1555597499826391406,356,1555597499826143980,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597499861290270,357,1555597499861006021,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0148877641186,0.00115632207599,0.413000017405,,,0
1555597499887676172,358,1555597499887280941,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00685754930601,-0.0104813929647,0.414000034332,,,0
1555597499916590480,359,1555597499916332960,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00684098480269,-0.00956281367689,0.413000017405,,,0
1555597499964114960,360,1555597499963845014,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00594689790159,-0.00956281367689,0.413000017405,,,0
1555597499998370903,361,1555597499998100042,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00684098480269,-0.00956281367689,0.413000017405,,,0
1555597500022255673,362,1555597500021961927,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00594689790159,-0.00777629157528,0.413000017405,,,0
1555597500049813421,363,1555597500049546003,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00685754930601,-0.00958596915007,0.414000034332,,,0
1555597500089325747,364,1555597500089066982,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00593249872327,-0.00953966006637,0.412000030279,,,0
1555597500112029687,365,1555597500111784934,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00594689790159,-0.00956281367689,0.413000017405,,,0
1555597500151921840,366,1555597500151658058,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00594689790159,-0.00956281367689,0.413000017405,,,0
1555597500182156818,367,1555597500181849002,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00596129754558,-0.0104813929647,0.414000034332,,,0
1555597500221351164,368,1555597500221052885,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00596129754558,-0.0104813929647,0.414000034332,,,0
1555597500257860335,369,1555597500257582902,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597500295374900,370,1555597500295011043,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00115912186448,0.414000034332,,,0
1555597500321620266,371,1555597500320667982,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00205454626121,0.414000034332,,,0
1555597500348558242,372,1555597500348244905,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597500389093414,373,1555597500388791084,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00205454626121,0.414000034332,,,0
1555597500412230024,374,1555597500411952018,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00115912186448,0.414000034332,,,0
1555597500447095655,375,1555597500446854114,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0148877641186,0.00294284475967,0.413000017405,,,0
1555597500497509874,376,1555597500497237920,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00115912186448,0.414000034332,,,0
1555597500530158720,377,1555597500529819011,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0148877641186,0.00115632207599,0.413000017405,,,0
1555597500564435765,378,1555597500564068078,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.00596129754558,-0.00958596915007,0.414000034332,,,0
1555597500588591141,379,1555597500588011980,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00115912186448,0.414000034332,,,0
1555597500618086996,380,1555597500617814064,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00115912186448,0.414000034332,,,0
1555597500644731631,381,1555597500644475936,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0148877641186,0.00115632207599,0.413000017405,,,0
1555597500713334320,382,1555597500713047027,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00115912186448,0.414000034332,,,0
1555597500736619561,383,1555597500736375093,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00205454626121,0.414000034332,,,0
1555597500769015005,384,1555597500768728971,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00115912186448,0.414000034332,,,0
1555597500805107239,385,1555597500804841995,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167163144797,0.00205454626121,0.414000034332,,,0
1555597500836118616,386,1555597500835844993,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597500869273612,387,1555597500868896961,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0167566910386,0.00295709585771,0.415000021458,,,0
1555597500892514375,388,1555597500892216920,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.014851716347,0.0020446209237,0.412000030279,,,0
1555597500920544813,389,1555597500920305013,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597500943880082,390,1555597500943571090,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597500978047093,391,1555597500977746009,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00205454626121,0.414000034332,,,0
1555597501024170589,392,1555597501023811101,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597501060774986,393,1555597501060481071,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00115912186448,0.414000034332,,,0
1555597501082984182,394,1555597501082739114,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00205454626121,0.414000034332,,,0
1555597501114131983,395,1555597501113845109,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00205454626121,0.414000034332,,,0
1555597501146436861,396,1555597501146174907,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597501191423963,397,1555597501191137075,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00205454626121,0.414000034332,,,0
1555597501216451488,398,1555597501216203927,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00115912186448,0.414000034332,,,0
1555597501247490135,399,1555597501247243881,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.014851716347,0.0011535222875,0.412000030279,,,0
1555597501287271154,400,1555597501286957979,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597501318106247,401,1555597501317872047,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0158200636506,0.00205454626121,0.414000034332,,,0
1555597501361332623,402,1555597501360960006,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597501395165228,403,1555597501394737005,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0148877641186,0.00115632207599,0.413000017405,,,0
1555597501422390546,404,1555597501422039031,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00115632207599,0.413000017405,,,0
1555597501456259910,405,1555597501455831050,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
1555597501488067115,406,1555597501487651109,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0,0,0.0157818496227,0.00204958347604,0.413000017405,,,0
