time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.763825,-0.0816844769549,-0.998237997716,-1.18806812022,1.93856822069,0.672267080291,1.02776712788,-0.498160260866,100.0,-0.142276718076,-0.723655436685,-0.537660266154,1.30733512648,0.429131125411,1.23753900063,-2.05936920774,4.18679571152
0.773781,-0.0816844769549,-0.99900498811,-1.18883511061,1.93856822069,0.671883585094,1.02815062308,-0.497776765669,100.0,-0.141893222879,-0.723271941488,-0.537660266154,1.30733512648,0.429131125411,1.23715550543,-2.06013619813,4.18679571152
0.783782,-0.0824514673488,-0.998237997716,-1.18768462502,1.93818472549,0.671500089897,1.02853411828,-0.498160260866,100.0,-0.141893222879,-0.724038931882,-0.537276770957,1.30733512648,0.428364135017,1.23753900063,-2.05975270293,4.18679571152
0.793780,-0.0820679721519,-0.998237997716,-1.18845161541,1.93818472549,0.672267080291,1.02776712788,-0.498160260866,100.0,-0.141509727682,-0.724038931882,-0.537660266154,1.30695163128,0.428747630214,1.23677201023,-2.05936920774,4.18679571152
0.803839,-0.0820679721519,-0.998237997716,-1.18806812022,1.9378012303,0.672267080291,1.02776712788,-0.498160260866,100.0,-0.141509727682,-0.725189417473,-0.537276770957,1.30695163128,0.427597144623,1.23677201023,-2.05975270293,4.18679571152
0.813834,-0.0820679721519,-0.997471007322,-1.18768462502,1.93818472549,0.671883585094,1.02815062308,-0.49892725126,100.0,-0.140742737288,-0.72557291267,-0.537660266154,1.30695163128,0.430281611002,1.23600501984,-2.05936920774,4.18679571152
0.823770,-0.0824514673488,-0.997854502519,-1.18845161541,1.9378012303,0.671883585094,1.02776712788,-0.498160260866,100.0,-0.140359242092,-0.725956407867,-0.537660266154,1.30733512648,0.429131125411,1.23715550543,-2.05860221734,4.18679571152
0.833773,-0.0816844769549,-0.997854502519,-1.18806812022,1.93818472549,0.671883585094,1.02853411828,-0.497776765669,100.0,-0.139975746895,-0.72557291267,-0.537660266154,1.30656813608,0.429514620608,1.23753900063,-2.05898571254,4.18679571152
0.843775,-0.0820679721519,-0.997854502519,-1.18883511061,1.9378012303,0.672267080291,1.02776712788,-0.497776765669,100.0,-0.139208756501,-0.727490388655,-0.537660266154,1.30618464088,0.428747630214,1.23830599102,-2.05821872215,4.18679571152
0.853754,-0.0820679721519,-0.998237997716,-1.18883511061,1.9378012303,0.671883585094,1.02738363269,-0.498160260866,100.0,-0.139975746895,-0.727490388655,-0.538043761351,1.30503415529,0.42798063982,1.23868948622,-2.05898571254,4.18679571152
0.863826,-0.0816844769549,-0.997854502519,-1.18883511061,1.9378012303,0.672267080291,1.02853411828,-0.498543756063,100.0,-0.139592251698,-0.728640874246,-0.537276770957,1.3038836697,0.428747630214,1.23907298141,-2.05936920774,4.18679571152
0.873833,-0.0816844769549,-0.998237997716,-1.18845161541,1.9378012303,0.671883585094,1.02891761347,-0.498160260866,100.0,-0.139208756501,-0.728640874246,-0.538043761351,1.30350017451,0.428364135017,1.23907298141,-2.05936920774,4.18679571152
0.883782,-0.0820679721519,-0.998237997716,-1.18806812022,1.93856822069,0.672267080291,1.02853411828,-0.497776765669,100.0,-0.139208756501,-0.73055835023,-0.538427256548,1.30234968891,0.429131125411,1.23907298141,-2.05898571254,4.18679571152
0.893772,-0.0824514673488,-0.998237997716,-1.18768462502,1.93818472549,0.673034070685,1.02891761347,-0.498160260866,100.0,-0.138441766107,-0.730174855033,-0.537660266154,1.30196619372,0.428364135017,1.23945647661,-2.05860221734,4.18679571152
0.903830,-0.0820679721519,-0.998237997716,-1.18806812022,1.93856822069,0.672267080291,1.02815062308,-0.497776765669,100.0,-0.13805827091,-0.731325340624,-0.537276770957,1.30196619372,0.428364135017,1.23983997181,-2.05936920774,4.18679571152
0.913774,-0.0813009817579,-0.998237997716,-1.18691763463,1.93818472549,0.671883585094,1.02891761347,-0.497776765669,100.0,-0.138441766107,-0.731708835821,-0.538427256548,1.30081570813,0.428747630214,1.24022346701,-2.05936920774,4.18679571152
0.923768,-0.0828349625458,-0.997471007322,-1.18883511061,1.93818472549,0.672267080291,1.02891761347,-0.498160260866,100.0,-0.13805827091,-0.732475826215,-0.538043761351,1.30043221293,0.429131125411,1.2406069622,-2.05860221734,4.18679571152
0.933778,-0.0820679721519,-0.99900498811,-1.18883511061,1.93818472549,0.671883585094,1.02815062308,-0.497393270472,100.0,-0.137291280516,-0.733626311806,-0.538043761351,1.29889823214,0.429514620608,1.24022346701,-2.05898571254,4.18679571152
0.943767,-0.0820679721519,-0.998621492913,-1.18806812022,1.9374177351,0.672650575488,1.02776712788,-0.497393270472,100.0,-0.136907785319,-0.734009807003,-0.538427256548,1.29813124175,0.428364135017,1.24022346701,-2.05821872215,4.18679571152
0.953767,-0.0816844769549,-0.998621492913,-1.18768462502,1.93818472549,0.671883585094,1.02815062308,-0.497393270472,100.0,-0.137291280516,-0.735927282988,-0.538810751745,1.29813124175,0.428364135017,1.2406069622,-2.05898571254,4.18679571152
0.963773,-0.0816844769549,-0.998237997716,-1.18806812022,1.9378012303,0.672267080291,1.02776712788,-0.497776765669,100.0,-0.136140794925,-0.736310778185,-0.538043761351,1.29698075616,0.427597144623,1.24022346701,-2.05860221734,4.18679571152
0.973835,-0.0824514673488,-0.997854502519,-1.18845161541,1.93818472549,0.671883585094,1.02776712788,-0.498543756063,100.0,-0.136524290122,-0.736694273382,-0.537660266154,1.29659726096,0.428747630214,1.2409904574,-2.05860221734,4.18679571152
0.983777,-0.0813009817579,-0.99900498811,-1.18806812022,1.93818472549,0.671883585094,1.02815062308,-0.498160260866,100.0,-0.136140794925,-0.738995244564,-0.538810751745,1.29544677537,0.429131125411,1.24175744779,-2.05860221734,4.18679571152
0.993764,-0.0813009817579,-0.998621492913,-1.18845161541,1.9378012303,0.672267080291,1.02776712788,-0.497776765669,100.0,-0.136140794925,-0.740529225352,-0.538043761351,1.29467978498,0.429131125411,1.2413739526,-2.05898571254,4.18679571152
1.003965,-0.0813009817579,-0.998237997716,-1.18806812022,1.9378012303,0.672650575488,1.02776712788,-0.498160260866,100.0,-0.135757299728,-0.740529225352,-0.538043761351,1.29467978498,0.429131125411,1.2409904574,-2.05898571254,4.18679571152
1.013777,-0.080917486561,-0.998237997716,-1.18806812022,1.93856822069,0.671883585094,1.02815062308,-0.498160260866,100.0,-0.135757299728,-0.741679710943,-0.539194246942,1.29352929938,0.428364135017,1.24214094299,-2.05860221734,4.18679571152
1.023769,-0.0816844769549,-0.997471007322,-1.18768462502,1.93856822069,0.671500089897,1.02815062308,-0.497776765669,100.0,-0.134606814137,-0.743597186927,-0.538810751745,1.29314580419,0.428747630214,1.24252443819,-2.05898571254,4.18679571152
1.033760,-0.0828349625458,-0.997471007322,-1.18845161541,1.93818472549,0.671883585094,1.02815062308,-0.498160260866,100.0,-0.134990309334,-0.744747672518,-0.538810751745,1.2919953186,0.428747630214,1.24367492378,-2.05821872215,4.18679571152
1.043766,-0.0824514673488,-0.998237997716,-1.18768462502,1.9378012303,0.671883585094,1.02815062308,-0.497776765669,100.0,-0.13422331894,-0.7470486437,-0.539577742139,1.2916118234,0.428747630214,1.24597589496,-2.05668474136,4.18679571152
1.053779,-0.0816844769549,-0.998621492913,-1.18806812022,1.93818472549,0.672267080291,1.02738363269,-0.497776765669,100.0,-0.13422331894,-0.747815634094,-0.538810751745,1.2912283282,0.428747630214,1.24635939016,-2.05630124616,4.18679571152
1.063773,-0.0820679721519,-0.998237997716,-1.18883511061,1.93856822069,0.671500089897,1.02815062308,-0.497776765669,100.0,-0.133839823743,-0.748582624488,-0.539194246942,1.2912283282,0.428364135017,1.24750987575,-2.05515076057,4.18679571152
1.073776,-0.0813009817579,-0.998237997716,-1.18806812022,1.93818472549,0.671500089897,1.02815062308,-0.498160260866,100.0,-0.133072833349,-0.75088359567,-0.538810751745,1.29046133781,0.42798063982,1.24904385654,-2.05361677978,4.18679571152
1.083762,-0.0820679721519,-0.998237997716,-1.18806812022,1.9378012303,0.671883585094,1.02738363269,-0.497776765669,100.0,-0.133072833349,-0.752417576458,-0.539577742139,1.29007784261,0.429131125411,1.25134482772,-2.05323328458,4.18679571152
1.093830,-0.0816844769549,-0.99900498811,-1.18845161541,1.9378012303,0.672267080291,1.02776712788,-0.498160260866,100.0,-0.133456328546,-0.75471854764,-0.540344732533,1.28931085222,0.428747630214,1.25287880851,-2.05246629419,4.18679571152
1.103831,-0.0816844769549,-0.997854502519,-1.18806812022,1.93856822069,0.671500089897,1.02738363269,-0.498160260866,100.0,-0.131922347758,-0.756252528428,-0.540344732533,1.28931085222,0.428747630214,1.2540292941,-2.0509323134,4.18679571152
1.113773,-0.0820679721519,-0.997854502519,-1.18768462502,1.93818472549,0.671883585094,1.02738363269,-0.498160260866,100.0,-0.130771862167,-0.758170004412,-0.540344732533,1.28969434741,0.428364135017,1.25633026528,-2.04978182781,4.18679571152
1.123768,-0.080917486561,-0.997854502519,-1.18883511061,1.9378012303,0.672267080291,1.02815062308,-0.498160260866,100.0,-0.131155357364,-0.760470975594,-0.541111722927,1.28931085222,0.428364135017,1.25901473166,-2.04901483742,4.18679571152
1.133838,-0.0816844769549,-0.997471007322,-1.18806812022,1.93818472549,0.672267080291,1.02700013749,-0.497776765669,100.0,-0.130004871773,-0.762388451579,-0.541111722927,1.28931085222,0.428747630214,1.26131570284,-2.04786435183,4.18679571152
1.143786,-0.0813009817579,-0.997854502519,-1.18806812022,1.93818472549,0.671883585094,1.02776712788,-0.497393270472,100.0,-0.130004871773,-0.764689422761,-0.541111722927,1.28892735702,0.428364135017,1.26476715961,-2.04709736143,4.18679571152
1.153830,-0.0824514673488,-0.997471007322,-1.18768462502,1.93818472549,0.671883585094,1.02891761347,-0.498160260866,100.0,-0.129237881379,-0.766606898746,-0.541495218124,1.28854386182,0.428747630214,1.26745162599,-2.04748085663,4.18679571152
1.163775,-0.0816844769549,-0.997471007322,-1.18730112982,1.9378012303,0.671883585094,1.02853411828,-0.498160260866,100.0,-0.128854386182,-0.768907869928,-0.542645703714,1.28854386182,0.428747630214,1.27013609237,-2.04556338065,4.18679571152
1.173815,-0.0816844769549,-0.999388483307,-1.18845161541,1.93856822069,0.671883585094,1.02853411828,-0.497776765669,100.0,-0.127703900591,-0.771208841109,-0.543029198911,1.28816036663,0.427597144623,1.27397104434,-2.04671386624,4.18679571152
1.183795,-0.0813009817579,-0.998237997716,-1.18806812022,1.9374177351,0.672267080291,1.02853411828,-0.497393270472,100.0,-0.127320405394,-0.774276802685,-0.542645703714,1.28816036663,0.42798063982,1.27703900591,-2.04709736143,4.18679571152
1.193740,-0.0820679721519,-0.99900498811,-1.18768462502,1.93818472549,0.671883585094,1.02853411828,-0.498160260866,100.0,-0.126936910198,-0.77619427867,-0.544179684502,1.28854386182,0.428364135017,1.27972347229,-2.04633037104,4.18679571152
1.203736,-0.0813009817579,-0.997854502519,-1.18845161541,1.93818472549,0.671883585094,1.02853411828,-0.498160260866,100.0,-0.12540292941,-0.778495249852,-0.543796189305,1.28816036663,0.42798063982,1.28355842426,-2.04594687584,4.18679571152
1.213727,-0.0816844769549,-0.997471007322,-1.18806812022,1.9374177351,0.6711165947,1.02891761347,-0.497776765669,100.0,-0.124635939016,-0.78002923064,-0.544179684502,1.28854386182,0.429131125411,1.28662638584,-2.04633037104,4.18679571152
1.223728,-0.0816844769549,-0.998621492913,-1.18883511061,1.9374177351,0.671500089897,1.02853411828,-0.497776765669,100.0,-0.124252443819,-0.783097192216,-0.544946674896,1.28816036663,0.428364135017,1.29007784261,-2.04709736143,4.18679571152
1.233735,-0.0820679721519,-0.997471007322,-1.18806812022,1.9378012303,0.671500089897,1.02891761347,-0.498160260866,100.0,-0.123101958228,-0.785781658594,-0.54571366529,1.28854386182,0.428747630214,1.29391279458,-2.04709736143,4.18679571152
1.243811,-0.0820679721519,-0.997471007322,-1.18806812022,1.93818472549,0.672650575488,1.02853411828,-0.498160260866,100.0,-0.121951472637,-0.788082629776,-0.546097160487,1.28854386182,0.429131125411,1.29698075616,-2.04709736143,4.18679571152
1.253764,-0.080917486561,-0.998621492913,-1.18806812022,1.93856822069,0.671883585094,1.02776712788,-0.497776765669,100.0,-0.120417491849,-0.790383600958,-0.547247646078,1.28854386182,0.429131125411,1.30043221293,-2.04671386624,4.18679571152
1.263759,-0.0820679721519,-0.997854502519,-1.18730112982,1.93856822069,0.671500089897,1.02776712788,-0.498160260866,100.0,-0.119650501455,-0.793068067337,-0.546480655684,1.28892735702,0.428364135017,1.30350017451,-2.04594687584,4.18679571152
1.273762,-0.0824514673488,-0.998621492913,-1.18806812022,1.9370342399,0.672267080291,1.02853411828,-0.497393270472,100.0,-0.118500015864,-0.795369038519,-0.548398131669,1.28892735702,0.428747630214,1.30771862167,-2.04556338065,4.18679571152
1.283801,-0.0816844769549,-0.998237997716,-1.18730112982,1.93856822069,0.672267080291,1.02815062308,-0.497776765669,100.0,-0.117349530273,-0.798437000094,-0.548781626866,1.28854386182,0.428747630214,1.31078658325,-2.04594687584,4.18679571152
1.293778,-0.0820679721519,-0.998237997716,-1.18730112982,1.93856822069,0.672267080291,1.02776712788,-0.497776765669,100.0,-0.116582539879,-0.801121466473,-0.54954861726,1.28931085222,0.427597144623,1.31462153522,-2.04556338065,4.18679571152
1.303808,-0.0813009817579,-0.998237997716,-1.18768462502,1.93818472549,0.671883585094,1.02738363269,-0.497393270472,100.0,-0.115048559091,-0.803038942458,-0.550315607654,1.28931085222,0.427597144623,1.31807299199,-2.04441289505,4.18679571152
1.313783,-0.0816844769549,-0.99900498811,-1.18806812022,1.93818472549,0.671883585094,1.02853411828,-0.497776765669,100.0,-0.1138980735,-0.806106904034,-0.551082598048,1.28892735702,0.428364135017,1.32114095357,-2.04402939986,4.18679571152
1.323781,-0.0820679721519,-0.998237997716,-1.18845161541,1.93818472549,0.671883585094,1.02930110867,-0.498160260866,100.0,-0.112364092713,-0.808407875216,-0.551466093245,1.28931085222,0.428364135017,1.32420891514,-2.04326240946,4.18679571152
1.333791,-0.0813009817579,-0.998237997716,-1.18806812022,1.9378012303,0.671883585094,1.02853411828,-0.498160260866,100.0,-0.111213607122,-0.811092341594,-0.553767064427,1.28854386182,0.428364135017,1.32881085751,-2.04249541907,4.18679571152
1.343832,-0.0824514673488,-0.99900498811,-1.18768462502,1.9378012303,0.6711165947,1.02815062308,-0.497776765669,100.0,-0.110063121531,-0.813393312776,-0.553767064427,1.28854386182,0.428364135017,1.33226231428,-2.04057794308,4.18679571152
1.353834,-0.0820679721519,-0.998237997716,-1.18845161541,1.93818472549,0.671883585094,1.02853411828,-0.498160260866,100.0,-0.108145645546,-0.816844769549,-0.555301045215,1.28854386182,0.428364135017,1.33533027585,-2.04172842868,4.18679571152
1.363802,-0.0828349625458,-0.998237997716,-1.18845161541,1.9378012303,0.671883585094,1.02815062308,-0.497776765669,100.0,-0.106611664758,-0.819145740731,-0.556068035608,1.28892735702,0.428364135017,1.33763124704,-2.04057794308,4.18679571152
1.373835,-0.0820679721519,-0.997471007322,-1.18768462502,1.9378012303,0.672650575488,1.02776712788,-0.498160260866,100.0,-0.104310693576,-0.822213702307,-0.557985511593,1.28854386182,0.428747630214,1.34146619901,-2.04096143828,4.18679571152
1.383783,-0.0816844769549,-0.998237997716,-1.18806812022,1.93856822069,0.672650575488,1.02776712788,-0.498160260866,100.0,-0.103160207985,-0.824131178291,-0.55836900679,1.28816036663,0.429131125411,1.34530115098,-2.04057794308,4.18679571152
1.393768,-0.0813009817579,-0.99900498811,-1.18806812022,1.93818472549,0.672267080291,1.02776712788,-0.498160260866,100.0,-0.101626227197,-0.827582635064,-0.557985511593,1.28854386182,0.428747630214,1.34760212216,-2.04019444789,4.18679571152
1.403766,-0.0816844769549,-0.998237997716,-1.18768462502,1.93818472549,0.671500089897,1.02891761347,-0.497393270472,100.0,-0.0993252560156,-0.830267101443,-0.559519492381,1.28777687143,0.428747630214,1.35105357893,-2.04096143828,4.18679571152
1.413760,-0.0813009817579,-0.997471007322,-1.18883511061,1.9378012303,0.671883585094,1.02776712788,-0.498543756063,100.0,-0.0977912752277,-0.832568072625,-0.561820463563,1.28816036663,0.429131125411,1.35373804531,-2.04019444789,4.18679571152
1.423828,-0.0816844769549,-0.99900498811,-1.18768462502,1.93818472549,0.672267080291,1.02776712788,-0.497776765669,100.0,-0.0954903040459,-0.835636034201,-0.563354444351,1.28816036663,0.428747630214,1.35680600688,-2.03981095269,4.18679571152
1.433785,-0.0820679721519,-0.998237997716,-1.18768462502,1.93818472549,0.672267080291,1.02815062308,-0.498160260866,100.0,-0.093572828061,-0.838703995776,-0.563737939548,1.28816036663,0.42798063982,1.35987396846,-2.04019444789,4.18679571152
1.443836,-0.0820679721519,-0.997854502519,-1.18768462502,1.93818472549,0.672267080291,1.02853411828,-0.498543756063,100.0,-0.0920388472731,-0.841004966958,-0.564504929942,1.28892735702,0.42798063982,1.36255843484,-2.03942745749,4.18679571152
1.453837,-0.0813009817579,-0.997471007322,-1.18768462502,1.9378012303,0.672650575488,1.02815062308,-0.497776765669,100.0,-0.0905048664852,-0.844456423731,-0.56603891073,1.28777687143,0.428364135017,1.36524290122,-2.03942745749,4.18679571152
1.463801,-0.0820679721519,-0.998237997716,-1.18883511061,1.9378012303,0.672650575488,1.02891761347,-0.498160260866,100.0,-0.0882038953034,-0.846373899716,-0.566422405927,1.28777687143,0.428747630214,1.36831086279,-2.0390439623,4.18679571152
1.473782,-0.0816844769549,-0.997471007322,-1.18768462502,1.9378012303,0.672267080291,1.02853411828,-0.497776765669,100.0,-0.0851359337276,-0.849825356489,-0.569106872305,1.28739337623,0.428364135017,1.37061183398,-2.0382769719,4.18679571152
1.483771,-0.0820679721519,-0.998237997716,-1.18730112982,1.93818472549,0.671883585094,1.02853411828,-0.49892725126,100.0,-0.0836019529398,-0.852509822867,-0.570257357896,1.28662638584,0.428364135017,1.37406329075,-2.03674299111,4.18679571152
1.493831,-0.080917486561,-0.998237997716,-1.18691763463,1.9378012303,0.672267080291,1.02776712788,-0.498160260866,100.0,-0.0820679721519,-0.854427298852,-0.571791338684,1.28662638584,0.428747630214,1.37636426193,-2.03559250552,4.18679571152
1.503783,-0.080917486561,-0.997471007322,-1.18845161541,1.9378012303,0.672267080291,1.02776712788,-0.497393270472,100.0,-0.0793835057731,-0.858262250822,-0.573325319472,1.28547590025,0.428364135017,1.37828173792,-2.03290803915,4.18679571152
1.513767,-0.0816844769549,-0.997854502519,-1.18806812022,1.9378012303,0.672267080291,1.02776712788,-0.498160260866,100.0,-0.0774660297882,-0.860179726807,-0.574475805063,1.28509240505,0.42798063982,1.3805827091,-2.03099056316,4.18679571152
1.523828,-0.0824514673488,-0.998237997716,-1.18730112982,1.93818472549,0.671883585094,1.02891761347,-0.498160260866,100.0,-0.0751650586064,-0.862480697989,-0.575626290654,1.28432541466,0.42798063982,1.38403416587,-2.02792260158,4.18679571152
1.533786,-0.080917486561,-0.998237997716,-1.18730112982,1.93818472549,0.672267080291,1.02853411828,-0.497776765669,100.0,-0.0724805922276,-0.86478166917,-0.577927261836,1.28355842426,0.42798063982,1.38595164185,-2.02485464001,4.18679571152
1.543777,-0.0816844769549,-0.998237997716,-1.18806812022,1.93856822069,0.671883585094,1.02815062308,-0.498160260866,100.0,-0.0705631162427,-0.867849630746,-0.579461242624,1.28240793867,0.42798063982,1.38786911784,-2.02178667843,4.18679571152
1.553764,-0.0813009817579,-0.998237997716,-1.18806812022,1.9378012303,0.671883585094,1.02815062308,-0.498160260866,100.0,-0.0682621450609,-0.869767106731,-0.580995223412,1.28125745308,0.427597144623,1.39093707942,-2.01871871686,4.18679571152
1.563758,-0.0824514673488,-0.997471007322,-1.18845161541,1.93856822069,0.672267080291,1.02815062308,-0.498160260866,100.0,-0.066344669076,-0.872068077913,-0.582145709003,1.28010696749,0.428364135017,1.3932380506,-2.01450026969,4.18679571152
1.573826,-0.0820679721519,-0.998237997716,-1.18845161541,1.93818472549,0.671883585094,1.02776712788,-0.498160260866,100.0,-0.0636602026972,-0.875136039489,-0.584063184987,1.2789564819,0.427597144623,1.39553902178,-2.01104881292,4.18679571152
1.583808,-0.0816844769549,-0.997471007322,-1.18845161541,1.9378012303,0.672267080291,1.02853411828,-0.498543756063,100.0,-0.0613592315154,-0.87743701067,-0.585597165775,1.2785729867,0.427213649426,1.39745649776,-2.00606337536,4.18679571152
1.593836,-0.0816844769549,-0.997471007322,-1.18768462502,1.93856822069,0.671883585094,1.02891761347,-0.498160260866,100.0,-0.0590582603336,-0.878970991458,-0.587898136957,1.27703900591,0.427213649426,1.40014096414,-2.00261191858,4.18679571152
1.603776,-0.0824514673488,-0.997854502519,-1.18845161541,1.9378012303,0.671883585094,1.02738363269,-0.497776765669,100.0,-0.0567572891518,-0.882422448231,-0.589432117745,1.27588852032,0.427597144623,1.40320892572,-1.99800997622,4.18679571152
1.613755,-0.0816844769549,-0.997471007322,-1.18845161541,1.93895171589,0.671500089897,1.02815062308,-0.497776765669,100.0,-0.054072822773,-0.883956429019,-0.590966098533,1.27550502513,0.427597144623,1.4051264017,-1.99417502425,4.18679571152
1.623818,-0.0820679721519,-0.99900498811,-1.18730112982,1.93818472549,0.672267080291,1.02776712788,-0.497776765669,100.0,-0.0513883563942,-0.886257400201,-0.592500079321,1.27397104434,0.426446659032,1.40819436328,-1.99034007228,4.18679571152
1.633833,-0.0832184577428,-0.998237997716,-1.18883511061,1.9374177351,0.671883585094,1.02776712788,-0.497393270472,100.0,-0.0487038900154,-0.888174876186,-0.594417555306,1.27282055875,0.426063163835,1.41126232485,-1.98650512031,4.18679571152
1.643774,-0.0816844769549,-0.998237997716,-1.18730112982,1.93818472549,0.672650575488,1.02815062308,-0.497776765669,100.0,-0.0471699092275,-0.891242837761,-0.59633503129,1.27128657796,0.426446659032,1.41356329604,-1.98228667314,4.18679571152
1.653800,-0.0816844769549,-0.99900498811,-1.18883511061,1.93818472549,0.672267080291,1.02853411828,-0.498543756063,100.0,-0.0444854428487,-0.89392730414,-0.597485516881,1.26975259717,0.426063163835,1.41663125761,-1.97845172118,4.18679571152
1.663778,-0.0820679721519,-0.997854502519,-1.18806812022,1.93818472549,0.671883585094,1.02853411828,-0.498160260866,100.0,-0.0418009764699,-0.895844780125,-0.599019497669,1.26860211158,0.426446659032,1.41931572399,-1.97384977881,4.18679571152
1.673833,-0.0820679721519,-0.998621492913,-1.18845161541,1.93856822069,0.672267080291,1.02815062308,-0.498160260866,100.0,-0.0391165100911,-0.898912741701,-0.599786488063,1.26821861638,0.425679668638,1.42315067596,-1.97078181724,4.18679571152
1.683806,-0.0816844769549,-0.997854502519,-1.18845161541,1.93818472549,0.672650575488,1.02891761347,-0.498160260866,100.0,-0.0364320437123,-0.900830217686,-0.601703964048,1.2663011404,0.424912678244,1.42545164714,-1.96694686527,4.18679571152
1.693838,-0.0813009817579,-0.999388483307,-1.18806812022,1.9378012303,0.671500089897,1.02776712788,-0.498160260866,100.0,-0.0341310725305,-0.902747693671,-0.602854449639,1.26438366441,0.42414568785,1.42813611352,-1.9627284181,4.18679571152
1.703808,-0.0816844769549,-0.99900498811,-1.18691763463,1.9378012303,0.671883585094,1.02738363269,-0.498160260866,100.0,-0.0314466061517,-0.905048664852,-0.604771925624,1.26323317882,0.423762192653,1.43197106549,-1.95966045652,4.18679571152
1.713787,-0.0816844769549,-0.997471007322,-1.18806812022,1.93818472549,0.672650575488,1.02815062308,-0.497776765669,100.0,-0.0287621397729,-0.906966140837,-0.605922411215,1.26208269323,0.423762192653,1.43580601746,-1.95659249495,4.18679571152
1.723760,-0.0832184577428,-0.998237997716,-1.18806812022,1.93856822069,0.672267080291,1.02776712788,-0.498543756063,100.0,-0.0256941781971,-0.908883616822,-0.607456392003,1.26016521725,0.422995202259,1.43887397904,-1.95352453337,4.18679571152
1.733832,-0.0816844769549,-0.998621492913,-1.18845161541,1.93856822069,0.672267080291,1.02738363269,-0.497776765669,100.0,-0.0226262166213,-0.910801092807,-0.608606877594,1.25863123646,0.423762192653,1.44194194061,-1.9496895814,4.18679571152
1.743838,-0.0820679721519,-0.997471007322,-1.18845161541,1.9374177351,0.672267080291,1.02930110867,-0.497776765669,100.0,-0.0207087406365,-0.913102063989,-0.610140858381,1.25633026528,0.422611707062,1.44654388298,-1.94623812463,4.18679571152
