time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.213760,0.846610190981,0.550965814647,-0.0435128637065,-0.0124258711667,0.733966868702,0.0725140757647,0.675188819656,0.235656372258,-0.605454242724,-0.29488431803,0.316423163636,0.947173692065,0.0517189968962,-0.00797019035949
0.213896,0.846610190981,0.550965814647,-0.0435128637065,-0.0124258711667,0.733966868702,0.0725140757647,0.675188819656,0.235656372258,-0.605454242724,-0.29488431803,0.316423163636,0.947173692065,0.0517189968962,-0.00797019035949
0.264053,0.846261744803,0.551465185546,-0.0435910410843,-0.0128462032429,0.73389607263,0.0725952202724,0.675249186326,0.237134669196,-0.606755708476,-0.294286776247,0.31588729502,0.94740573398,0.0508951420272,-0.00687579698312
0.314124,0.846327418101,0.550788210023,-0.0439311429354,-0.0118244950522,0.734080346937,0.0723776070392,0.675090888368,0.236303785728,-0.606339501669,-0.294703998964,0.315741860771,0.94744745758,0.0509629978255,-0.00729145633472
0.364077,0.846574296251,0.551891661233,-0.0428792513453,-0.0126652047367,0.733548686355,0.0728358113511,0.675604071865,0.236275076743,-0.605800664296,-0.294806218882,0.31591176971,0.947372065363,0.051272282478,-0.00755490422206
0.414129,0.846482549454,0.551123318362,-0.0439542930174,-0.0122840409251,0.734232159458,0.0726351714553,0.674889894889,0.236615363395,-0.606177713638,-0.294508400199,0.316242167341,0.947260391029,0.0513487103739,-0.00720785171545
0.464063,0.846113648596,0.550708351985,-0.0443245057825,-0.0126594341508,0.734527395922,0.0719107990588,0.674639222359,0.236967573265,-0.60628815785,-0.294427397912,0.315527051568,0.94751975758,0.0509534829976,-0.00726163161482
0.514131,0.846773087174,0.550619854106,-0.043607343829,-0.0118682164925,0.734070812526,0.0722301824552,0.675116277672,0.236549969129,-0.606072510416,-0.294670975789,0.316098182177,0.947316815026,0.0512111070979,-0.00708616276754
0.564260,0.846753576325,0.55010482282,-0.0439688607506,-0.0118264977471,0.734503250778,0.0717380659943,0.674699013217,0.236164406583,-0.60582922865,-0.294787177172,0.315900079372,0.947369574068,0.0513900188775,-0.00755618570729
0.614139,0.846717571342,0.550900483435,-0.0438934109169,-0.0123228334077,0.73419008253,0.0723209306226,0.67496870556,0.235372956356,-0.605469726394,-0.29477715383,0.3162184361,0.94724836771,0.0515200536686,-0.00849203217353
0.664122,0.846196195767,0.550428101645,-0.0447386949931,-0.0120711796119,0.734772218742,0.0722667809653,0.674345301427,0.236528411934,-0.605745467612,-0.294650661412,0.316255152538,0.947252338366,0.0513866186091,-0.00742303042904
0.714027,0.846334573652,0.550648028604,-0.0442403114088,-0.01253195488,0.734462371896,0.0720918333659,0.674693072395,0.236909926922,-0.606355964833,-0.294528469366,0.316447917437,0.947202473077,0.0511877416384,-0.0069286111532
0.764067,0.846042230325,0.551138386554,-0.0443206283456,-0.0121242482932,0.73466020674,0.0724979350822,0.674441570964,0.236367144579,-0.605675000719,-0.294646353421,0.315690341546,0.947435769709,0.0514258918421,-0.00777484274201
0.814139,0.84642988805,0.551009893735,-0.0438767252411,-0.0118742962084,0.734167690121,0.0725516156573,0.674976345466,0.236101066723,-0.605808044525,-0.29464471903,0.316235327356,0.947254145533,0.0514248299896,-0.00776455817017
0.864011,0.846443633743,0.550326577325,-0.0442600241335,-0.0124293212274,0.734487247347,0.0718402980764,0.674694721359,0.236048582944,-0.605909814369,-0.294646072108,0.316608521314,0.947132042388,0.0514060127905,-0.0075736624172
0.914107,0.846365001702,0.550376384077,-0.0443070053267,-0.0119982248079,0.734527489841,0.0721095106194,0.674629993217,0.235973857948,-0.606451263101,-0.294559962342,0.316803836472,0.947089528039,0.0509952577621,-0.00749925076537
0.964123,0.846362331416,0.551413281987,-0.0440410257057,-0.0129373974178,0.734299133785,0.0722453564989,0.674846659868,0.236149006784,-0.605904633262,-0.294667697572,0.315894662988,0.947378399602,0.0512634435851,-0.00753586199061
1.014022,0.846865798314,0.55099278034,-0.0434659679579,-0.0121205889957,0.734075973133,0.0725214069204,0.675074960675,0.236325875286,-0.606248567209,-0.294821801842,0.316291754256,0.947255964591,0.0511057476121,-0.00733936634092
1.064086,0.846266009689,0.550668066685,-0.0441040398388,-0.0122212790308,0.734471950574,0.0721178733849,0.674685561204,0.235770245153,-0.605471241985,-0.29476658345,0.316054872339,0.947304206468,0.0515832984692,-0.00795118852249
1.114220,0.846085941239,0.550196343018,-0.0448779526513,-0.0121126326991,0.734760607853,0.0719612485034,0.674389881292,0.236466095965,-0.606219463224,-0.29468491667,0.315729596425,0.947443976517,0.0510979000744,-0.00733061464053
1.164064,0.846047883104,0.551526581967,-0.0443266201052,-0.012355800289,0.734669804364,0.0725628244577,0.674419935397,0.236606163483,-0.606137237896,-0.294684017928,0.316273922172,0.947261249639,0.0511125955074,-0.00737791750742
1.214144,0.845966949008,0.550631989424,-0.044679491797,-0.0126292635666,0.734828591715,0.0719392112075,0.67430867738,0.236322441483,-0.606256359529,-0.294822660229,0.315928771139,0.947377633187,0.0510983237438,-0.00732072492294
1.264085,0.845842740227,0.551461307735,-0.0446856132111,-0.0127310827802,0.734839634767,0.0726372205385,0.67421989358,0.237204074855,-0.60571986447,-0.294776533907,0.315374933884,0.947545933441,0.051445955162,-0.00697630236373
1.314091,0.846644765714,0.550931288743,-0.043820364839,-0.012206433976,0.734249408036,0.072207001306,0.674918483027,0.237011346989,-0.605932204702,-0.294647694288,0.315714171306,0.947435165996,0.0513693040795,-0.0072362192768
1.364131,0.846196674952,0.550549876662,-0.0444689687677,-0.0125352514172,0.734657078069,0.0720119725092,0.674489526183,0.235949617288,-0.606399704103,-0.29483795444,0.316838982366,0.947078280708,0.0509856143373,-0.00750043961927
1.414087,0.846023390338,0.55193846922,-0.0439619872649,-0.0128936314777,0.734342426563,0.0728161697453,0.674739031212,0.23660629766,-0.606190257766,-0.294548019665,0.31534902739,0.947571204895,0.0510886415158,-0.00733166322293
1.464104,0.845739078599,0.551763692401,-0.0445457262839,-0.0131487857162,0.734833360465,0.0725057174245,0.674232869803,0.236779571751,-0.605373446089,-0.294875249295,0.315726244853,0.947409769952,0.051768573407,-0.00718894413722
1.514009,0.846172474817,0.551877035699,-0.0437630617908,-0.0127743650588,0.734305787864,0.0726432634515,0.674799808671,0.236611991384,-0.606359907759,-0.294524379217,0.316246879621,0.947265478875,0.0512152964761,-0.00728128206811
1.564124,0.845751069814,0.551234365746,-0.0445414227746,-0.0129051891836,0.734825848714,0.072196408741,0.674278953193,0.236370293536,-0.605492846723,-0.294630215862,0.31586742299,0.947370095954,0.0515578017773,-0.00771138518362
1.614113,0.846818498325,0.551252351525,-0.0436255744058,-0.0126085931735,0.734088589983,0.072504436189,0.675054125362,0.236737691435,-0.60550515412,-0.294737957622,0.316445163333,0.947172358971,0.0517468050449,-0.00701777539802
1.664002,0.846354756401,0.551403024839,-0.0441257753729,-0.012605945621,0.734382024792,0.0725017013929,0.674735233327,0.236145966869,-0.606261197414,-0.294698880343,0.315721862284,0.947448678534,0.0510083283041,-0.00767187483302
1.714079,0.846656407465,0.55158239315,-0.0432583425374,-0.0127648843533,0.73388378004,0.0724177784697,0.675283140973,0.236103094363,-0.605526088792,-0.294925160238,0.315905109317,0.947363184279,0.0514306910477,-0.00786403189672
1.764062,0.84594147647,0.551966854754,-0.0440305188577,-0.0129224013428,0.734399125874,0.0725759215314,0.674702653821,0.237238556313,-0.605748087445,-0.294495951742,0.315883446753,0.947374385407,0.0514819884937,-0.00700191427848
1.814135,0.845864681472,0.551309077899,-0.0446241675284,-0.012806256169,0.734786941214,0.072273939376,0.674314932736,0.236367449087,-0.605849305351,-0.294661547255,0.316057969301,0.947319267734,0.0512998733978,-0.00786689333358
1.864061,0.846179563664,0.551220175274,-0.0443234835154,-0.0130686990501,0.73452797507,0.0723204248688,0.674586998905,0.235669017961,-0.605894122142,-0.29464782204,0.316062215282,0.947314151616,0.0514076876886,-0.00760420057536
1.914131,0.846492417712,0.551500990907,-0.0438970464652,-0.0126026458032,0.734187272411,0.0725814326706,0.674938632751,0.235850990652,-0.605680890127,-0.294784113877,0.316069062636,0.947308108335,0.0514425934881,-0.00783294981641
1.964131,0.846602321854,0.55120359082,-0.043901556961,-0.0126032367587,0.734316566071,0.0723054628215,0.674827577432,0.236044595705,-0.605225316111,-0.295025303946,0.315895701632,0.947349506932,0.0517185290481,-0.00800069746144
2.014076,0.846336311504,0.551698125845,-0.043895728008,-0.0129574147397,0.734295646567,0.0727313208569,0.674797868849,0.237081684544,-0.605990860429,-0.29465236216,0.315906670579,0.947375030762,0.0513196638108,-0.0070582347877
2.063996,0.845874879873,0.55171070131,-0.0445517200176,-0.012805759598,0.734853491637,0.0725838068748,0.674209128779,0.236194444904,-0.605765427131,-0.294804056833,0.316083512271,0.947312292704,0.0512882703456,-0.00775542951275
2.114124,0.845967395945,0.551160951058,-0.0445357878594,-0.0127280732922,0.734708667402,0.0723911066526,0.674389129414,0.236022735267,-0.605955575315,-0.294665164668,0.316802215321,0.947074286957,0.0512781492115,-0.0075632510341
2.164060,0.846080932031,0.551235729243,-0.0446185163869,-0.0126292875498,0.73466976606,0.0724687145061,0.674425030193,0.236324779335,-0.606573144722,-0.294441914043,0.316256277671,0.947281963545,0.0508349594831,-0.00739292031189
2.214139,0.84607806284,0.551767609976,-0.044481017854,-0.0131505150452,0.734672570357,0.0725162492543,0.674406903815,0.236539543748,-0.606042828049,-0.29480953773,0.315934025595,0.947371558001,0.0512127548848,-0.00707646096893
2.264084,0.846307778328,0.551685823022,-0.0442702864116,-0.0130565517118,0.734501103323,0.0725891640259,0.674587628808,0.236567177966,-0.606086682181,-0.294530694046,0.315898429766,0.947382384363,0.0512323480269,-0.00707434697524
